strategyId,strategyName,strategyFamily,timeframe,status,primaryFailureType,primaryFailureLabelZh,severity,confidence,confidenceScore,causalityProven
strategy_version_0f34034aa483a51e8661fc52f21b07fcdc66721ddf6e34ac71af1a5bc9defba8,15m 趋势回踩双趋势确认 因子后继 ATR1.2 · 自动优化 1/3,short_cycle_event_15m_trend_reclaim_factor_v2,15m,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_268f0e725a029dfdb7af12f0e8da945783b93d8d64b939ca24ff5becf71e58c0,15m 趋势回踩双趋势确认 因子后继 ATR1.2,short_cycle_event_15m_trend_reclaim_factor_v2,15m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_6211d730e6b05cd8bc673fd471033c98853d51455f2bfdc3dfca889f413737c7,15m 趋势回踩双趋势确认 因子后继 ATR1.2,short_cycle_event_15m_trend_reclaim_factor_v2,15m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_6f3bb58158a5453e2783f0669fb58036e8f01c9092e0d7e2023488bd05f501dc,15m 趋势回踩双趋势确认 因子后继 ATR1.2 · 自动优化 1/3,short_cycle_event_15m_trend_reclaim_factor_v2,15m,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_7b6b7d5a43b8eceb1b328d96d6ccb3463534000907ca38508204b0cabe283def,15m 趋势回踩双趋势确认 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_15m_trend_reclaim_factor_v2,15m,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_ba474ee29787b274e3061b23954bf9de5fb34559603cae672407e34e4cc7280b,15m 趋势回踩双趋势确认 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_15m_trend_reclaim_factor_v2,15m,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_ef3ff0b839aeab7c2337a19223bd80816791ce64a73414db41a1e4fe93fd1c32,15m 趋势回踩双趋势确认 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_15m_trend_reclaim_factor_v2,15m,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_fdac04218117704b3b58f5479d97e318a844460082ac08c96eddd464b99e5f9d,15m 趋势回踩双趋势确认 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_15m_trend_reclaim_factor_v2,15m,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_26aeb30fb49c410273164169fe7f3378df9b42ddcb63f32a84b8f22620b156aa,1H 突破回踩 BTC 顺势确认 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_1h_breakout_retest_btc_factor_v2,1h,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_7f42ff1f4e210f740b33bbe8a2145650f7921e043bce5a49338038be7c7f22e5,1H 突破回踩 BTC 顺势确认 因子后继 ATR1.2 · 自动优化 1/3,short_cycle_event_1h_breakout_retest_btc_factor_v2,1h,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_912e6c76fd9be3a157110cfd841138b89e35bfdc02fb31fd88de5b0465dd52e3,1H 突破回踩 BTC 顺势确认 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_1h_breakout_retest_btc_factor_v2,1h,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_a2c0736f1f1de60ef2e571761970cbf64c35688ebc4631c55c2dc6570a557778,1H 突破回踩 BTC 顺势确认 因子后继 ATR1.2,short_cycle_event_1h_breakout_retest_btc_factor_v2,1h,archived,risk_model_failure,账户风险路径不合格,high,high,0.98,False
strategy_version_90f1a74648f04518ca30c859e03df33eacc3319729dd57666d48ca0a98214635,1H 假突破事件窗口反转 影子候选 ATR1.2 · 自动优化 1/3,short_cycle_event_1h_failed_breakout_shadow_v2,1h,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_bf40d520f3d5377369e26011ab0fd5e407a2467bdd988f850e31c48c92c87d82,1H 假突破事件窗口反转 影子候选 ATR1.2,short_cycle_event_1h_failed_breakout_shadow_v2,1h,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_f43f35d8b888e5ba4c4547c64ab694f05ae154efb87f4a1e54079acca262acd1,1H 假突破事件窗口反转 影子候选 ATR1.2 · 自动优化 1/3 / structural redesign G1,short_cycle_event_1h_failed_breakout_shadow_v2,1h,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_88faec144670c4d2616165b38d49d69a719cf1786d79eecfc667655a014247e7,1H 弱势回抽窗口失败 影子候选 ATR1.2 · 自动优化 1/3,short_cycle_event_1h_failed_reclaim_shadow_v2,1h,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_8d506708d4ebdde53ba345af5de78bba3a4d6ebb62e6cb11df04ae44dc29bf1d,1H 弱势回抽窗口失败 影子候选 ATR1.2,short_cycle_event_1h_failed_reclaim_shadow_v2,1h,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_95fc1bd06a2446a117a6c2bfc6cbd5dac189be5d736162f43dbd2141f5496a4c,1H 弱势回抽窗口失败 影子候选 ATR1.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_1h_failed_reclaim_shadow_v2,1h,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_f612a19affa1c180f37c0d19ef570f7df7faff0303aa28027d3bd7966fcc44f5,1H 弱势回抽窗口失败 影子候选 ATR1.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_1h_failed_reclaim_shadow_v2,1h,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_008755a2a01fd04eff4ef5af84ad2aab605938a29f9d1d0da1f91ce4c6bc5743,1H 深弱势扫低收回 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_1h_sweep_reclaim_factor_v2,1h,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_05c158de451321444bd1ef4485305b239a0d1bdb67b369f08f95a53295bd4d8e,1H 深弱势扫低收回 因子后继 ATR1.2,short_cycle_event_1h_sweep_reclaim_factor_v2,1h,archived,risk_model_failure,账户风险路径不合格,high,high,0.98,False
strategy_version_070fe0786f96157c8b930e07762fe18a5901501669509245cabbb7546e84e3fa,1H 深弱势扫低收回 因子后继 ATR1.2 · 自动优化 1/3,short_cycle_event_1h_sweep_reclaim_factor_v2,1h,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_08a6d7f0bf3b30686b3358f3d7c51648eb66211e47607041678b82e8d2fa03bf,1H 深弱势扫低收回 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_1h_sweep_reclaim_factor_v2,1h,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_3cd09d9ea9cb666713fde7e1a522c6cb7423b28603732ebadd6017fae4ca8bde,1H 深弱势扫低收回 因子后继 ATR1.2 · 自动优化 1/3,short_cycle_event_1h_sweep_reclaim_factor_v2,1h,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_54dc908bb921b1f0dd2a92a53f505dea54d895e7e27d998bb6b828f719489430,1H 深弱势扫低收回 因子后继 ATR1.2,short_cycle_event_1h_sweep_reclaim_factor_v2,1h,archived,risk_model_failure,账户风险路径不合格,high,high,0.98,False
strategy_version_5f8e3557f87886ff3f47b77423888c7122c41a1e8eda4be86fdc5a03850559ef,1H 深弱势扫低收回 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_1h_sweep_reclaim_factor_v2,1h,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_8e5ffdc72dad09b0da8b1fb7e31e77cea4db1f3a70a49a9886d2058393f30be1,1H 深弱势扫低收回 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_1h_sweep_reclaim_factor_v2,1h,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_6d8af5c6519fd0fdc135b17995f893d399372140cb336239614f53ef9ea6807a,1H 趋势回踩分步确认 影子候选 ATR1.2,short_cycle_event_1h_trend_reclaim_shadow_v2,1h,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_7117759988d7ddd9a56d6cef98ad471e762476b38f6ea6b1d81d38095b098578,1H 趋势回踩分步确认 影子候选 ATR1.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_1h_trend_reclaim_shadow_v2,1h,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_b08802981c5ca148ee8040064ee9f85956155192863c577d5aa715f51d2c4205,1H 趋势回踩分步确认 影子候选 ATR1.2 · 自动优化 1/3,short_cycle_event_1h_trend_reclaim_shadow_v2,1h,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_cc56bf57787ceca514c9d47b8a09ed308ca773e0f59953f7a36d88d8f128b8c3,1H 趋势回踩分步确认 影子候选 ATR1.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_1h_trend_reclaim_shadow_v2,1h,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_1c38fc6ed85dc65fb2df9134a09c165f1148ab7d913b4f8e31b8ede6ce5e31b7,5m 突破回踩环境确认 学习版 ATR1.8 / structural redesign G1 / structural redesign G2,short_cycle_event_5m_breakout_retest_learned_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_476e8ff51bb5532f030cb68aa62577882d04c94793a47f175dc67ac48c4fce92,5m 突破回踩环境确认 学习版 ATR1.8,short_cycle_event_5m_breakout_retest_learned_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_fbbe4f5549fe615a6bea39ca96c721a9bd5360969d16e2ce21edf7e61cff1d97,5m 突破回踩环境确认 学习版 ATR1.8 / structural redesign G1,short_cycle_event_5m_breakout_retest_learned_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_1a351293766540f261a4573759afb5ed1e953c8e130b54a3b08d096002e5acc2,5m 假突破反转环境确认 学习版 ATR2.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_5m_failed_breakout_learned_v1,5m,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_67ec8ca4c22089d6cf5cfaa6a023f44d4267260642c410c71e330b866818733d,5m 假突破反转环境确认 学习版 ATR2.2,short_cycle_event_5m_failed_breakout_learned_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_87377c7327a5e738817981aca3323c459c9ebbdeb871eb69bb3a449ea99b8552,5m 假突破反转环境确认 学习版 ATR2.2,short_cycle_event_5m_failed_breakout_learned_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_89e295379b1e3743c83c40cb3cf1de73fb105259560712ffe5d84155c2de721f,5m 假突破反转环境确认 学习版 ATR2.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_5m_failed_breakout_learned_v1,5m,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_91de4d170f88a7f3fa3bc2026037c0c7d7be1cf595f36a7d409169dd227232bd,5m 假突破反转环境确认 学习版 ATR2.2 · 自动优化 1/3,short_cycle_event_5m_failed_breakout_learned_v1,5m,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_d903737c250170c46357a04279cadcbb5861853a64be8d0846cffd92e730524a,5m 假突破反转环境确认 学习版 ATR2.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_5m_failed_breakout_learned_v1,5m,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_f1f52f75fea323b6bb8158522bbbedfdace5528f193b4ca30d8422a065764827,5m 假突破反转环境确认 学习版 ATR2.2 · 自动优化 1/3,short_cycle_event_5m_failed_breakout_learned_v1,5m,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_f8f0c0b9ebb3be2fc5ccfc38657004f689298bba4adbb18c6aacac6ccaac22bf,5m 假突破反转环境确认 学习版 ATR2.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_5m_failed_breakout_learned_v1,5m,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_0eb0679140d8d52240033238128b58b483932aa2cd9ea0d42b236c7544d23b04,5m 弱势回抽结构确认 学习版 ATR2.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_5m_failed_reclaim_learned_v1,5m,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_4b162538a3bd3dfbcfd8a85d3bff37f615cdadab2f8b071e58f58c97415f3255,5m 弱势回抽结构确认 学习版 ATR2.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_5m_failed_reclaim_learned_v1,5m,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_80e9a47d3312ef762535741122db189df131abcca7effa4373a2242d684413ac,5m 弱势回抽结构确认 学习版 ATR2.2,short_cycle_event_5m_failed_reclaim_learned_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_ddf1fe001b77c3656c6ecd6c5ec73332d4b8c1f96f31e522b68e07721ef32372,5m 弱势回抽结构确认 学习版 ATR2.2 · 自动优化 1/3,short_cycle_event_5m_failed_reclaim_learned_v1,5m,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_5b4fccd17b795568fa47313a5a1ab4d4e6decbcf2d53e1ba9c5b5c25609da5fa,5m 扫低收回环境确认 学习版 ATR2.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_5m_sweep_reclaim_learned_v1,5m,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_9aef8fee9a9d990b63f7e58f791bfcc09cc8d11dc5025e3bc677d0be29fef37e,5m 扫低收回环境确认 学习版 ATR2.2,short_cycle_event_5m_sweep_reclaim_learned_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_e6cb07d1ef5d7aab5aa754afc4271c3ebeb33286fe7eced01e57970fe70d99a8,5m 扫低收回环境确认 学习版 ATR2.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_5m_sweep_reclaim_learned_v1,5m,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_f72a36958b84c96f46408cbfa33426e22520af1e4a1bce85bce7128761a18d49,5m 扫低收回环境确认 学习版 ATR2.2 · 自动优化 1/3,short_cycle_event_5m_sweep_reclaim_learned_v1,5m,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_05689a68b80d1be21e504bf002f7bd3c72c62e7be50e96d7619e3f8a84ef8740,5m 趋势回踩事件确认 学习版 ATR2.2 / structural redesign G1,short_cycle_event_5m_trend_reclaim_learned_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_222ddfc3e324d0a3b70952d3d87aaf587f787282173e75c6824ac854ebbc3d53,5m 趋势回踩事件确认 学习版 ATR2.2 / structural redesign G1 / structural redesign G2,short_cycle_event_5m_trend_reclaim_learned_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_330fd45b57f0fb1563554a5a63d92df7e0861e641f64a7ce0f0ef4264c930465,5m 趋势回踩事件确认 学习版 ATR2.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_5m_trend_reclaim_learned_v1,5m,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_56f30d9be22f531e5c43ee34c2e091944781080b42036dc6ebb766f42559f748,5m 趋势回踩事件确认 学习版 ATR2.2,short_cycle_event_5m_trend_reclaim_learned_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_b525a32c667f3053b47bea4718f54529a518aca69ce840806c3ff5cf60d2e70c,5m 趋势回踩事件确认 学习版 ATR2.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_5m_trend_reclaim_learned_v1,5m,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_c42374d5557924f4d158a08fe251aafaf43065596bad5e5dfdccb85269724df0,5m 趋势回踩事件确认 学习版 ATR2.2 · 自动优化 1/3,short_cycle_event_5m_trend_reclaim_learned_v1,5m,archived,data_evidence_gap,证据不完整,medium,medium,0.54,False
strategy_version_c81768821ef2c1eea5d4f60b965305543d5ae915f6301367d3e7818be66535d1,5m 趋势回踩事件确认 学习版 ATR2.2,short_cycle_event_5m_trend_reclaim_learned_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_41229069456cb26804da55216affd5d5b59d73c282f2011e2a745d78cc0a99cc,15m 突破回踩确认 ATR1.2 / structural redesign G1 / structural redesign G2,short_cycle_evidence_15m_breakout_retest_continuation_long_v1,15m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_767700b3d846848b535eb749a8f5974bb9426b6f5dd1be5b8b497cbac239ba27,15m 突破回踩确认 ATR1.2 / structural redesign G1,short_cycle_evidence_15m_breakout_retest_continuation_long_v1,15m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_824b0d38365ab5990bc7eeaf5783bdead9922123eab822eb6ae02643635711a7,15m 突破回踩确认 ATR1.2,short_cycle_evidence_15m_breakout_retest_continuation_long_v1,15m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_27fd5f3bec8eb25c95d6f72c51ad3531a0ea96778ee789d708183dbbd1ae32f7,15m 假突破反转 ATR1.2 / structural redesign G1 / structural redesign G2,short_cycle_evidence_15m_failed_breakout_reversal_short_v1,15m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_56ce4f09a36b1f5f8bf125ca428ca700b50e28e304f887f860ffc5eba898ad3d,15m 假突破反转 ATR1.2 / structural redesign G1 / structural redesign G2 / structural redesign G3,short_cycle_evidence_15m_failed_breakout_reversal_short_v1,15m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_a1b44db2521cbd01d478a1d613f8e5be2e939fa01ef108cc1b2d3c4febc241f3,15m 假突破反转 ATR1.2,short_cycle_evidence_15m_failed_breakout_reversal_short_v1,15m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_bb45a7d27301d41c6b6de43c6330f09067dc53665cf86f5e5004d9a346cd020c,15m 假突破反转 ATR1.2 / structural redesign G1,short_cycle_evidence_15m_failed_breakout_reversal_short_v1,15m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_542ff53cc36908de9bc994730c19ae2878afb17fa6a78c86880ec906cf07daba,15m 流动性扫低收回 ATR1.2,short_cycle_evidence_15m_liquidity_sweep_reclaim_long_v1,15m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_c99f0d05baef1c0935cdcb5498f61b543e1a4c90b3579d88a6407bc7fe1e9f4e,15m 流动性扫低收回 ATR1.2 / structural redesign G1 / structural redesign G2,short_cycle_evidence_15m_liquidity_sweep_reclaim_long_v1,15m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_e01df5e0e7a54eb711ceae12f5cb2c119fdfd08e439eb12b2f8fd2a0800a7dad,15m 流动性扫低收回 ATR1.2 / structural redesign G1,short_cycle_evidence_15m_liquidity_sweep_reclaim_long_v1,15m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_506a9ce42ae1ea43c4a3827066b19599a95bc3100efba1ba4def848c165a9c25,5m 突破回踩确认 ATR1.0 / structural redesign G1,short_cycle_evidence_5m_breakout_retest_continuation_long_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_a7034e927ad35727e8887e5bd31e01c48f600e4a5b2e134133487ceff16dae06,5m 突破回踩确认 ATR1.0,short_cycle_evidence_5m_breakout_retest_continuation_long_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_ce7497f36d29fc9fd0fa18df052a89fee8618d4fa8739c391c5e0b2a750dc4c8,5m 突破回踩确认 ATR1.0 / structural redesign G1 / structural redesign G2,short_cycle_evidence_5m_breakout_retest_continuation_long_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_0cf51288ee566adefee0a3e66f65e8c314d09c5d67284d326ad1fe7842f9c0e9,5m 假突破反转 ATR1.0 / structural redesign G1 / structural redesign G2 / structural redesign G3,short_cycle_evidence_5m_failed_breakout_reversal_short_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_11a1166b371a5b2a5f2ab440b0430a80e5e7a0f10d6811440560eb56e8809cfc,5m 假突破反转 ATR1.0,short_cycle_evidence_5m_failed_breakout_reversal_short_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_426059f2af027d042d25eb5b63785a81604d5f7c191bab45b260a99fb8ef3d89,5m 假突破反转 ATR1.0 / structural redesign G1,short_cycle_evidence_5m_failed_breakout_reversal_short_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_b79a48926c60f1361b18d9256a706d4c89e8263e0a5ca1b7b4a04d49db40d1a9,5m 假突破反转 ATR1.0 / structural redesign G1 / structural redesign G2,short_cycle_evidence_5m_failed_breakout_reversal_short_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_b6b5376d3e8c0c0524410644db698c0e936279c821c630376663463fb61f2e89,5m 流动性扫低收回 ATR1.0,short_cycle_evidence_5m_liquidity_sweep_reclaim_long_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_c916ba5984c3db583c00a49bec3313700eed0b71ebdaf272a6f94dadf424e16d,5m 流动性扫低收回 ATR1.0 / structural redesign G1 / structural redesign G2,short_cycle_evidence_5m_liquidity_sweep_reclaim_long_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_dd299059536496f8a40644dc846bb5244f3a83d5d58cfd00dc547e9dad1e71b0,5m 流动性扫低收回 ATR1.0 / structural redesign G1,short_cycle_evidence_5m_liquidity_sweep_reclaim_long_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_4cc537b0d26717bf553e51f4d6dd9042523bae420e2013a1c71d8900b4d5fd9c,15m 压缩放量释放 ATR1.3,short_cycle_redesign_15m_compression_release_long_v1,15m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_3753194cdc3c822f2141b1215f2921dcb9b6d6a622f53083a1d97fb2767be4ce,15m 弱势反抽失败 ATR1.2,short_cycle_redesign_15m_failed_reclaim_short_v1,15m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_2df1a1f4ee5d4c3297f948fe4e1f80f2027b6b49eb7f4d1a33526ada531d09f0,15m 顺势回踩确认 ATR1.2,short_cycle_redesign_15m_trend_pullback_confirmation_long_v1,15m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_76abedd146e0ba2af80185183b6e3b6c392bd144dd03f471669913f00f4c7623,5m 压缩放量释放 ATR1.1,short_cycle_redesign_5m_compression_release_long_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_29108b7e73fa0c17fc7aa025ad86ccf6e8eb365fa34f235b79250fd0ed6423f6,5m 弱势反抽失败 ATR1.0,short_cycle_redesign_5m_failed_reclaim_short_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
strategy_version_2c8eb0166c21ef2ecd3c1a4fa20a4e8bba01e456e84917ecdaf83502f0b7181c,5m 顺势回踩确认 ATR1.0,short_cycle_redesign_5m_trend_pullback_confirmation_long_v1,5m,archived,signal_edge_failure,信号边际为负,critical,high,0.98,False
